Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
0,3,-0.5924805998028931,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,True,False,True
1,3,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,False,True
1,1,0.40792595982150565,0.4327933656785018,-0.4736736092984604,0.4207302360686478,False,False,True
0,3,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,True,True,False
0,1,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,0.395813560675251,True,False,True
0,3,-2.1315676146096605,2.2474704895351842,0.7676298785983874,-0.22408312108167944,True,False,True
1,3,-0.20770884610120124,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,False,False,True
1,2,-1.2081154057256,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,False,False,False
1,3,-1.9776589131289837,0.4327933656785018,0.7676298785983874,-0.312172377522981,False,False,True
1,1,2.177876026849288,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,False,False,True
0,3,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,0.7157433627828591,0.4327933656785018,5.73284383018578,-0.01870931177853076,True,False,True
0,3,-1.2081154057256,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,False,False,True
1,2,1.947012974628273,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,False,False,True
0,3,-2.1315676146096605,3.1548090514635256,0.7676298785983874,-0.06199888922968463,True,True,False
1,2,0.0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,3,0.1001085568601522,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,False,False,True
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,False,False,False
0,2,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,True,False,True
1,2,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
1,3,-1.1311610549852615,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,False,True,False
1,1,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,True,False,True
0,3,-1.6698415101676303,2.2474704895351842,0.7676298785983874,-0.22408312108167944,False,False,True
1,3,0.6387890120425208,0.4327933656785018,5.73284383018578,-0.016444159470040135,False,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,True,False,False
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,False,True,False
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
0,1,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,True,False,False
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False
0,2,2.793510832771995,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,1,0.9466064150038742,0.4327933656785018,-0.4736736092984604,0.39858208016340624,True,False,True
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,True,False,False
0,3,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,-0.9002980027642465,1.340131927606843,-0.4736736092984604,-0.2859972841804228,False,False,True
1,3,-1.2081154057256,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,False,False,False
0,3,0.7926977135231975,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,False,False,True
0,2,-0.20770884610120124,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,False,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,False
1,2,-2.054613263869322,0.4327933656785018,2.0089333664952354,0.18876253192945994,False,False,False
1,3,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,False,True,False
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,0.0,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,True,True,False
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False
0,3,0.0,1.340131927606843,-0.4736736092984604,-0.21191774308354583,True,False,False
0,3,-0.9002980027642465,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,False,False,True
0,3,-1.7467958609079686,3.1548090514635256,0.7676298785983874,0.1506737441786005,True,False,True
0,3,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,True,False,True
1,2,-0.05380014462052453,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,False,False,True
0,1,2.7165564820316566,-0.47454519624983954,0.7676298785983874,0.5995101505357573,True,False,False
1,1,0.0,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,True,False,True
1,2,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,False,False,True
0,3,-0.0922773199906937,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,True,False,False
1,2,-1.9007045623886454,0.4327933656785018,2.0089333664952354,-0.08968408411123653,False,False,True
0,3,-1.4389784579466152,4.0621476133918675,2.0089333664952354,0.2958951755118318,True,False,True
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,True,False,False
0,3,-1.9776589131289837,2.2474704895351842,2.0089333664952354,-0.08666388103324908,True,False,True
0,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,True,False,False
1,3,0.0,0.4327933656785018,0.7676298785983874,-0.3414522396297103,True,False,False
1,2,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,False,False,True
0,3,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,True,False,True
1,3,-0.977252353504585,3.1548090514635256,2.0089333664952354,-0.4888542575852486,False,False,True
0,3,-0.2846631968415396,1.340131927606843,-0.4736736092984604,-0.47400492578514347,True,False,True
0,2,0.17706290760049057,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,3,-1.0542067042449232,4.0621476133918675,2.0089333664952354,0.2958951755118318,False,False,True
0,3,-0.2846631968415396,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,True,False,False
1,3,0.17706290760049057,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,True,False,True
0,3,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
1,2,-2.2216042049758564,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,True,False,True
1,3,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,False,False,True
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,True,False,True
1,3,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,True,False,True
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,False,True,False
0,1,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,True,False,True
1,2,-0.977252353504585,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,False,False,True
1,3,0.25401725834082894,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,False,False,True
0,3,-1.0542067042449232,0.4327933656785018,3.250236854392083,0.04370821849987721,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,True,False,True
0,1,1.2544238179652276,0.4327933656785018,-0.4736736092984604,0.5833178351003071,True,False,True
0,3,-0.2846631968415396,0.4327933656785018,2.0089333664952354,-0.23415046467497105,True,False,True
0,3,2.2548303775896263,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,1,3.1782825864736868,-0.47454519624983954,-0.4736736092984604,0.0493298231623713,True,False,False
1,1,-0.5155262490625547,-0.47454519624983954,0.7676298785983874,0.6272778976347743,True,False,False
1,2,0.3309716090811673,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,False,False,True
0,2,0.3309716090811673,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,True
0,3,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,False,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
0,3,0.25401725834082894,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,True,False,True
0,3,0.5618346613021824,1.340131927606843,-0.4736736092984604,-0.4888542575852486,True,False,True
0,3,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
1,3,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,False,False,True
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,True,False,True
0,3,0.6387890120425208,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
1,3,0.0,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,False,True,False
0,1,1.3313781687055661,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,True,False,True
0,3,-1.169638230355431,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,False,False,False
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,-0.7463893012835698,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,False,False,True
0,3,-0.977252353504585,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,False,False,False
0,3,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,True,False,True
0,3,3.139805411103518,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False
0,2,-0.05380014462052453,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,True,False,True
0,3,-2.1315676146096605,3.1548090514635256,2.0089333664952354,-0.01870931177853076,False,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,2,0.21554008297065974,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,True,False,False
1,2,0.21554008297065974,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,False,False,True
1,3,-1.3620241072062766,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,True,False,False
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False
1,3,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,True,False,True
1,3,0.0,0.4327933656785018,0.7676298785983874,-0.19824427701513722,False,False,False
0,3,1.1774694672248893,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,True,False,True
0,3,0.25401725834082894,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,False
0,3,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,True,False,True
0,3,1.3313781687055661,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,False,False,True
1,2,-0.05380014462052453,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,False,False,True
0,2,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,2,-0.5155262490625547,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,True,False,False
1,1,-0.8233436520239081,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,False,False,True
0,1,0.5618346613021824,0.4327933656785018,-0.4736736092984604,0.4207302360686478,True,False,True
0,3,-1.0542067042449232,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,True,False,True
0,3,0.0,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,False,False,False
1,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,False,True
1,3,-0.4385718983222164,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,False,False,True
0,3,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,True,True,False
0,2,-0.9002980027642465,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,True,False,True
0,2,-0.8233436520239081,0.4327933656785018,0.7676298785983874,0.09152810056801232,True,False,True
1,3,-0.20770884610120124,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,True,False,True
0,3,-1.5928871594272918,1.340131927606843,2.0089333664952354,0.04370821849987721,False,False,True
0,2,0.5233574859320133,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,True,False,True
0,2,0.9466064150038742,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,2,1.6391955716669195,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,True,False,True
0,3,1.985490149998442,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,0.8311748888933667,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,True,False,True
0,1,1.6391955716669195,-0.47454519624983954,0.7676298785983874,0.5874293382238074,True,False,False
1,3,-1.0542067042449232,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,False,True,False
0,3,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,True,False,True
0,3,1.100515116484551,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,True,False,True
1,2,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,False,False,True
0,3,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,True,False,True
0,3,-0.977252353504585,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,True,False,True
0,3,-2.208521965349999,3.1548090514635256,0.7676298785983874,0.1506737441786005,True,False,True
1,3,-1.5928871594272918,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,True,False,True
1,1,0.0,-0.47454519624983954,0.7676298785983874,0.4589861417231558,False,False,True
0,3,1.1774694672248893,0.4327933656785018,4.491540342288931,-0.08666388103324908,False,False,True
0,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,True,False,True
0,3,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,True,False,True
0,1,2.4087390790703034,-0.47454519624983954,-0.4736736092984604,0.026090367211616904,True,False,True
0,3,-1.9776589131289837,3.1548090514635256,0.7676298785983874,-0.06199888922968463,True,True,False
1,3,-2.208521965349999,0.4327933656785018,0.7676298785983874,-0.4242561406845337,False,False,True
0,3,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,True,False,True
0,1,2.0239673253686115,-0.47454519624983954,-0.4736736092984604,-0.030371322596999754,True,False,False
0,3,-0.9002980027642465,0.4327933656785018,0.7676298785983874,-0.4902797934380587,True,False,True
0,3,0.0,2.2474704895351842,0.7676298785983874,-0.13565761536436197,True,False,True
0,1,1.5622412209265812,-0.47454519624983954,-0.4736736092984604,-0.07030444769415023,False,False,False
0,2,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,3,0.48488031056184405,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,True,False,True
0,2,0.0,-0.47454519624983954,-0.4736736092984604,-0.34539461138084326,True,False,False
0,3,-1.5928871594272918,3.1548090514635256,2.0089333664952354,-0.016444159470040135,True,False,True
1,2,-2.208521965349999,1.340131927606843,0.7676298785983874,0.13683114673782454,True,False,True
1,3,-1.9776589131289837,-0.47454519624983954,2.0089333664952354,-0.20495516825442542,False,False,True
0,1,0.0,-0.47454519624983954,-0.4736736092984604,0.3583127057902398,True,False,True
1,3,0.0,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,False,True,False
1,1,1.1774694672248893,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,True,False,True
0,3,0.7926977135231975,0.4327933656785018,0.7676298785983874,-0.3363340021468808,True,True,False
0,3,0.48488031056184405,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
1,2,0.17706290760049057,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,False,False,True
0,2,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
1,3,-0.8233436520239081,0.4327933656785018,-0.4736736092984604,-0.4902797934380587,False,False,True
1,2,-2.054613263869322,0.4327933656785018,0.7676298785983874,-0.12491978668775715,True,False,True
1,1,1.100515116484551,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,False,False,False
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False
0,3,0.9466064150038742,-0.47454519624983954,0.7676298785983874,-0.47920571548543794,True,False,True
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False
0,2,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,False,False,True
0,3,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,True,False,True
0,3,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,-0.5176307525123133,True,False,True
0,3,1.2159466425950585,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,True,False,False
1,3,-0.9002980027642465,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,-2.1315676146096605,-0.47454519624983954,0.7676298785983874,-0.43776248884929375,False,False,True
0,3,0.17706290760049057,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,True,False,True
1,3,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.2701412180209885,True,False,False
1,3,-1.0542067042449232,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False
1,1,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,True,False,False
0,3,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,True,False,True
1,2,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.22559322262067316,False,False,True
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,True,False,True
0,2,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,3,0.0,0.4327933656785018,-0.4736736092984604,-0.49237782784290063,True,True,False
1,3,-0.20770884610120124,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,False,True
0,2,0.9466064150038742,0.4327933656785018,-0.4736736092984604,-0.10478509950117394,True,False,True
0,2,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
1,3,-1.0542067042449232,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,2,-0.20770884610120124,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,3,1.6391955716669195,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.4601623283443675,True,False,True
1,2,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,3,-0.7079121259134006,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,True,False,True
0,2,-0.9002980027642465,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
0,3,0.0,2.2474704895351842,0.7676298785983874,-0.13565761536436197,False,False,True
0,3,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,True,False,True
0,2,2.2548303775896263,-0.47454519624983954,-0.4736736092984604,-0.3766033765200472,True,False,True
1,3,-1.9007045623886454,3.1548090514635256,2.0089333664952354,-0.016444159470040135,False,False,True
0,2,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49640476528021726,False,False,True
0,2,1.100515116484551,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,True
1,2,-1.6698415101676303,-0.47454519624983954,2.0089333664952354,-0.11988611489111134,False,False,True
0,2,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,2,0.25401725834082894,-0.47454519624983954,-0.4736736092984604,-0.4012683683236117,True,False,True
0,3,0.0,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,False,False,False
1,3,0.0,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,False,True,False
0,2,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.5049620073345151,True,False,True
0,3,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,True,False,False
0,3,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,False,False,True
1,2,-0.4385718983222164,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,False,False,True
1,1,0.5618346613021824,0.4327933656785018,0.7676298785983874,0.40974072380221066,True,False,True
0,2,1.8700586238879346,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,True,False,True
0,3,-0.05380014462052453,0.4327933656785018,0.7676298785983874,-0.43776248884929375,False,False,True
0,1,2.4856934298106417,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,True,False,True
0,3,0.02315420611981384,0.4327933656785018,-0.4736736092984604,-0.32425318983493084,True,False,True
0,3,0.8696520642635358,-0.47454519624983954,2.0089333664952354,-0.2414492887801075,False,False,True
1,3,-0.05380014462052453,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,False,False,False
1,2,1.5622412209265812,-0.47454519624983954,0.7676298785983874,-0.12491978668775715,False,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False
1,3,-2.054613263869322,3.1548090514635256,2.0089333664952354,-0.016444159470040135,True,False,True
0,1,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,True,False,True
0,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False
0,2,0.48488031056184405,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,True,False,True
0,3,-1.0542067042449232,3.1548090514635256,0.7676298785983874,0.1506737441786005,True,False,True
1,3,-0.361617547581878,0.4327933656785018,-0.4736736092984604,-0.4918744606632361,True,False,True
0,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.024246350754841113,True,False,True
1,3,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,True,False,True
1,2,0.8696520642635358,-0.47454519624983954,0.7676298785983874,-0.255795253400548,False,False,True
0,1,0.5618346613021824,-0.47454519624983954,0.7676298785983874,-0.05042144409739929,True,False,False
1,3,0.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,True,False
0,3,1.1774694672248893,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,False,False,True
0,2,0.0,-0.47454519624983954,-0.4736736092984604,-0.6484216535389205,True,False,True
0,3,-1.7467958609079686,3.1548090514635256,0.7676298785983874,-0.06199888922968463,True,True,False
1,3,0.40792595982150565,0.4327933656785018,0.7676298785983874,-0.24069423801061057,False,False,True
0,3,2.7165564820316566,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,True,True,False
0,3,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,True,False,True
0,3,-1.0542067042449232,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,True,False,True
1,3,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
0,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,True,False,True
0,3,0.25401725834082894,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,True,False,False
1,3,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,True,False,True
0,3,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,True,False,True
